Job_Role,Education_Level,Marital_Status,Salary,Workload,Experience,IQ,Skill_Level,Training_Hours,Work_Life_Balance,Family_Responsibilities
Manager,High School,Married,173642.7507564572,51.298879476082085,41.27570401806735,102.92157083217656,0.32883022750593494,248.45676626118933,6.4705098473785565,16.69089767170966
Clerk,Bachelor,Married,70875.22030179584,25.86714749773729,24.307705340586477,109.49762139714147,7.035873535181793,287.40651681993097,6.011862679180784,14.29551238260801
Technician,Master,Divorced,104814.6374865845,33.30567798748717,27.58592071230079,119.71304648499229,7.468978078148468,373.06825612721445,6.019211991586441,11.401897833929372
Engineer,High School,Divorced,136894.55127821164,43.06414988628819,24.308914444116994,102.05275042663808,1.508043095130517,261.92968739802404,7.739944051379316,11.852855620078863
Clerk,Bachelor,Divorced,92399.99443803131,36.265328318609775,28.06101300189196,108.8446526127116,6.328056888986968,329.32494063799044,8.67974738222153,13.104020972900601
Manager,PhD,Divorced,164741.27968088636,45.24205006328613,36.558115928924636,136.96590628967454,9.027235483239998,473.6073502274303,7.342106039650418,10.481519610357054
Technician,High School,Divorced,98341.85809369804,29.360226844582865,19.54439457156052,104.196745571158,2.406622034222674,281.5301667630558,8.917259148426123,12.958382965234776
Clerk,Bachelor,Married,81222.98259233254,35.612895526115345,28.499867718267513,114.36412175502818,4.827370865709165,336.67618397924105,4.474428291938916,12.896295341690452
Engineer,Master,Married,127034.44076191341,41.16884253211271,30.607534369225203,115.16921638314791,7.638677139880301,365.38931968713155,4.845836615220459,12.822564118658683
Engineer,Master,Married,126262.72734486326,37.3951218043709,20.017405413173947,119.60305787797148,6.936426460813879,383.5960746877106,6.855201507748262,16.169180429195148
Analyst,High School,Married,121440.7147924482,39.60388725836731,26.737382407084713,98.49767025639647,0.5490721088887758,218.93801736863585,6.264290210153251,14.698402200528951
Analyst,Bachelor,Divorced,114660.67991411561,30.092756782949365,23.32746426162423,104.97199312155267,5.075576372670038,307.781206435277,8.313782176571808,12.624084880248427
Manager,High School,Divorced,165994.23176638977,50.010126519791484,40.251219663208104,101.80082091972884,3.048864141875362,275.8436542238844,6.98452835927326,13.52973089491487
Clerk,High School,Divorced,88446.90636332687,30.983463518529256,25.265475654233146,97.31177121110092,1.9707835941460148,258.3293441164212,6.132024577471668,10.264525924252954
Clerk,Bachelor,Single,81417.19241340064,32.77281041861349,23.787972482415096,113.27701914925119,5.775115121589086,354.5942248168848,7.786406757794958,12.506689079059253
Analyst,Bachelor,Married,114851.4756713802,34.958312143122384,24.94472955744152,104.64904218552834,3.954470514325947,303.2403794950768,4.467316029076266,11.959570028346842
Clerk,PhD,Married,76521.00308847096,30.257061484210077,23.615002788073184,138.5952030642091,9.973739206730148,504.1124020187034,4.871409326902965,13.555290671667123
Clerk,Bachelor,Divorced,65102.52482045653,27.223726121821237,19.23201965095351,105.5183367070397,4.375489544911423,307.17058888511997,7.97244399791801,13.494948456653297
Engineer,Master,Married,135186.3782488282,40.76615126702295,27.772260074538934,121.09651168600217,7.74698084010471,421.6247250234022,6.8727874144696095,15.455836867939112
Analyst,High School,Married,118998.18051837309,35.313961032910925,26.573752156139548,103.95929655194034,2.0314915622619956,257.4814581550382,6.363004284806077,12.281122219070689
Technician,High School,Divorced,102369.05969692828,33.77569748251934,24.99117069496183,97.14679784899944,2.6900736763366124,258.43822317408444,5.27892247903953,9.35295943570355
Analyst,Master,Single,115347.50740175368,35.01255381562931,24.96442628422606,124.26234321716476,8.087710426157866,428.0269337205266,7.641596424487111,12.40037575714451
Technician,Bachelor,Single,109533.10481399146,36.95340872547097,28.62534038816661,103.85408201099791,5.691618575121389,303.8396114503717,6.775000111339949,10.657480966635669
Engineer,Master,Single,124762.62406553727,42.575353349969994,26.736355988541163,127.2605884959128,7.273118434293644,408.88895674270907,9.176533253787765,13.457678779774565
Manager,Master,Divorced,166650.8749033963,49.29613829012776,41.456104254586506,120.07074632482879,6.001787741488595,415.91876115378363,6.416277866437399,8.97727650576736
Clerk,PhD,Married,84086.03738298922,30.114713984880083,24.46239259069234,127.01794296015561,9.997213889333098,451.37582264170993,4.91425228921845,12.17664767638708
Engineer,Master,Divorced,119382.77864025312,35.654225756099365,25.451080355197575,118.50409113786283,6.466909597984166,360.59033662560245,7.029796165121424,11.847113029297148
Clerk,High School,Divorced,80568.75971681278,29.100970055979637,25.192056479855186,104.0445963469636,1.6559360432957735,300.9493337856254,6.359845543165388,11.042197928585358
Manager,Master,Married,163066.47712575772,49.849386148874764,40.31279696164913,117.07772354074781,6.625465849249749,374.7601577947529,7.483743910203707,17.195159472377348
Manager,High School,Single,180194.52918525756,57.86237927308993,41.391067459120904,96.25321155288611,1.0200744252177554,245.6815441245231,7.2651891024658095,10.573360167812876
Engineer,High School,Single,126485.8915111901,36.66409892267751,23.905961169942174,98.8923170120813,0.04266141086601016,270.90476741318514,6.600771740775369,10.326750175604257
Manager,High School,Divorced,166316.87263672976,54.39253171625731,40.532356023139755,94.11518943615016,1.3318569516722332,226.0605007976763,4.847086484242484,8.832878023022275
Technician,Bachelor,Single,113814.27309268327,37.99057632039742,25.718722707141723,119.10271953970908,5.193379451924159,318.04808081497555,7.969213497586585,10.576113460602345
Manager,PhD,Divorced,167168.95132948016,50.84190921347041,38.79020335010296,127.16802704392639,8.65182295457251,459.41080002334945,6.438069886142074,8.46989253227574
Clerk,High School,Divorced,81224.59926751349,35.2758614525854,25.505460862494253,104.15808393090202,2.0156822364716245,222.45463990355626,5.571095393488273,10.116324164316003
Clerk,High School,Married,82119.16240397531,31.116316417820588,29.807701014944215,101.04735041823886,3.9002684243109647,246.3365792991193,7.189226461255785,15.801018961919752
Clerk,Bachelor,Married,86910.66433414737,31.167477587003788,28.2464169174787,105.07732974759016,6.023056555252239,315.05543278148843,6.667245147429242,14.38251913481492
Clerk,High School,Married,74761.52894605538,29.840638040947365,28.761054024762203,99.97022645393635,3.643541509120529,244.54141497136942,5.971782121062771,12.54696548875946
Technician,Master,Divorced,108979.10589649573,38.670706647255884,24.889563284516814,123.92001389655374,7.391127876932726,366.97100892939255,8.364326244170867,13.666931007413778
Analyst,Master,Married,123433.49020308553,41.28940770143265,27.78721135053811,119.05869332456847,8.167509822986446,420.00094577321715,6.662536033398613,14.729123165882783
Engineer,PhD,Single,131588.4961738271,38.122968137511364,21.47446881834749,135.96556472925514,9.276035269532212,474.00189253749375,7.177144098481568,11.169447640546025
Clerk,High School,Single,76924.46619258983,26.042258416203698,21.62973945370772,105.10757696390932,1.3556597329780158,288.83819628305343,6.960779836009234,12.21698433362284
Manager,Bachelor,Divorced,167555.9188923964,49.39105808781303,37.85927507707336,114.59457427329164,2.2608597938625272,323.9884235429744,7.817981544453861,10.240146973024927
Clerk,Master,Divorced,73461.93320356347,27.599884306807063,26.279110166286657,117.70171613863502,8.186145474042299,367.80319264345474,7.396366956467351,11.176039539058458
Manager,Bachelor,Married,170240.1456913858,49.809426276153935,39.11225378187345,104.60078776109256,6.5403239798198864,314.5851939272883,6.169747767970661,14.19432170825288
Manager,Bachelor,Divorced,168351.6193441244,53.71231440405242,43.99291586941425,106.93206197318602,4.44682275465273,309.54838141980764,6.153502197131092,11.839028810703962
Clerk,Master,Divorced,64021.34261726659,28.62809503473963,25.52228929654685,120.9812047033336,6.746048293602765,368.40718024684,7.607947567005754,10.493134061200418
Technician,Bachelor,Single,107054.32887685361,34.87152985606527,30.043042432242213,112.72893356766178,4.246137886309039,354.8535523110735,7.244501116866051,12.629262365919864
Manager,Master,Single,174693.74240985615,50.17406820442518,37.12814565593314,109.14214297619776,7.382653551477492,355.8388814945156,7.898013345406322,11.613471916053875
Manager,Bachelor,Married,160730.63046890666,52.545292646615856,43.79111280288153,109.95943399194125,6.124932545303241,283.11354028797115,7.44694414638698,15.840332313930517
Clerk,Master,Divorced,68210.6784744965,23.259331998046186,23.922547739824548,120.79044612661592,5.257228026118959,418.1442133323785,6.339165764189854,10.408939153808918
Manager,High School,Divorced,171275.6704207301,48.17989911570411,37.14319188179799,98.61227871842225,2.409438530642252,237.138597120592,5.4270107429271395,9.076149859332538
Manager,PhD,Single,180921.3284253969,50.63385107683842,42.33119221136553,136.4563691950794,9.723328228280854,460.7562605378463,6.947452808129889,11.385060129025021
Clerk,Master,Divorced,83704.20540765763,33.600236869280586,27.47240836069275,122.10890037125435,7.11339439196669,358.9100490019092,7.994298826687623,11.52463783794271
Clerk,Master,Single,74884.27795133571,28.524292657481386,23.80719380883388,126.55095954040449,7.458994001674291,437.9207488127488,8.25473113738021,12.251091546500104
Engineer,PhD,Married,123455.85967635018,34.37034188187438,20.537299966993192,128.92019739824883,9.811797561227179,432.0507830523039,5.871122621311247,13.66116547986652
Technician,Master,Single,113733.51643363934,36.85913433789841,24.991348266050835,124.68738746253463,6.896413146594219,400.54376453918223,7.4909061946884306,10.226953985112019
Technician,Master,Divorced,99864.09193790043,33.09391283352311,28.64658060833341,128.1753319726376,6.786124832445361,424.60307039608404,7.48535990755319,14.568407064747722
Manager,Bachelor,Married,162435.03998947766,46.43100002272892,38.21686564927943,116.5584672463633,5.970316201788282,341.55127315278855,5.150895149009776,13.600124913565192
Technician,PhD,Single,100713.24621995018,33.126963830860326,26.12774191849308,124.53929203285634,10.418759960127497,447.8854978258688,8.305665568642596,12.58006422703226
Manager,High School,Single,164679.7808857389,49.44642392703245,38.14141320018112,98.7316196122881,2.220583537737361,213.42992205882788,7.268745431187043,11.860271298093114
Engineer,Master,Married,128799.11758635935,38.185766006385364,22.533177110749406,118.27417647275102,5.729048278907717,370.35385623015634,5.102340614724946,11.701458792351389
Clerk,PhD,Married,81506.69412105059,23.38330182870279,23.85562053285128,132.44627267538164,9.621420256786847,468.64855211161375,5.362512565174988,15.187306987332018
Clerk,Bachelor,Single,84306.59495624155,32.69119859066139,23.64644687222763,113.43176777507267,5.898669160339174,311.1200541504054,7.624592553516038,8.64055388572417
Clerk,High School,Divorced,82562.85761320473,33.824625123836164,26.08188502610754,95.80553662987131,2.037696573123923,245.67826245971798,6.951170164066297,10.572637786841035
Technician,PhD,Single,105495.50962944078,36.954565974018514,26.54533780915372,130.3391925695847,10.659531469589139,474.31325331547225,8.235455795111115,11.423515280954437
Engineer,High School,Married,118770.98894524226,36.58694298872555,23.516216698042882,89.90036333921933,3.766511800327634,249.05078439444068,2.311634708571556,10.355685015256373
Technician,High School,Single,108811.07428389325,34.395525398157446,24.83957612904641,107.20972502900945,3.0386060692088166,239.8958629017652,7.192349442253235,10.84953759684537
Technician,High School,Married,104591.25006924762,34.980436054311625,26.28185758934766,97.43812879661654,2.0931583376997422,288.80917869281217,5.608430022643961,13.56330128647436
Engineer,Master,Married,130893.98360073261,41.79638316868573,27.283903095978488,120.27931969922248,6.489010829804273,405.9082262895276,7.5050620386083295,15.99407710170227
Engineer,Master,Divorced,147970.55930537853,42.00502146615424,27.47178582399578,118.45175143005969,4.446450403944102,386.8692197867381,5.919997391617867,9.125973846418873
Engineer,Bachelor,Married,129291.24314549295,37.797478603664516,21.927131684496604,115.73013787506707,4.831615077527148,353.25100741166693,6.162796618099913,12.898123547235722
Engineer,Bachelor,Married,126487.03141876476,40.24598666924068,24.554683138762744,95.8124677930131,4.673987504183151,338.93309102602564,7.495030309735838,16.720547994019064
Clerk,PhD,Divorced,79240.05323281801,31.371841213845723,28.075446330676737,129.91694828837046,10.390366194395376,431.0594945556035,5.687031470052727,10.518143876599456
Analyst,Bachelor,Married,128109.69551242408,42.3674669664403,29.973027858367892,109.47090621251151,4.846094773025312,314.43655957519593,6.393975225864402,16.25726464619434
Analyst,High School,Divorced,120679.87167216299,40.11351961947417,24.311040906774956,97.73181806204158,1.6796149405632057,197.8950029266166,6.197728166065479,9.647256702463366
Engineer,High School,Divorced,125175.78017053971,42.367170062126554,26.88654483176768,108.63113272817816,0.22060106949277936,271.11529610931683,6.495366257710765,11.48725471955384
Analyst,Master,Married,122847.62455666412,38.251479883788086,22.16928944314442,115.56335270572114,6.060032170849934,388.43459024994513,5.196889166046685,12.95256027089129
Analyst,High School,Married,118890.65700791555,42.23137743561051,28.209558521925995,103.8589808861783,2.4766510408005575,256.93471946350144,5.268142691584114,14.512246215094418
Engineer,PhD,Single,140595.77726896622,41.22928838787849,29.4101782274312,131.7812639435304,11.715907631132694,450.47185646709465,10.721912147906494,15.888257354165933
Analyst,High School,Divorced,120816.97659805254,35.41673626947929,22.81258270020167,106.30759626267758,1.9024746162543766,221.62490220158867,7.8444558720716655,12.624556445710455
Technician,High School,Single,106973.50043208181,39.21010991037557,25.936408864204623,96.66405457611248,2.3278110735741233,250.79878282046033,9.101737861786209,12.582555277477462
Manager,PhD,Married,178498.79162629263,52.09370981761708,42.57491447195426,126.3351555043812,10.952478156952806,481.7790006870689,6.491993486836496,15.751324362812056
Manager,Bachelor,Single,169010.14548925156,48.670867936614556,36.249830937887985,115.48034953738699,4.18910606379975,319.1403299601053,6.393743211598042,10.319396377174217
Engineer,Bachelor,Divorced,132825.38947341338,38.56152109780227,23.015250489131056,112.12660654165055,5.3668140432854425,333.054411663764,7.394957970323307,11.189509162301785
Clerk,PhD,Single,83313.39072189466,30.889726635422285,26.637745592874648,122.27531326661621,9.259509893667841,413.1877402648314,9.072929614507347,11.559716863929385
Engineer,Master,Divorced,127157.77111084838,41.389554385802754,24.42620549752257,117.30347492768365,7.864824438491011,393.7512111292176,6.1466005259608885,10.087387730471269
Clerk,High School,Married,77374.12763530631,30.59187679689362,24.823998424024865,101.93191326924031,2.1514030479517325,245.9961805835875,6.9653266671611265,16.87380581594156
Manager,PhD,Married,176083.73010823445,50.933926020328656,41.955334430794395,134.18882110773293,10.29845181398144,453.12928320340757,6.704336209854079,16.191690610557934
Engineer,High School,Divorced,133425.99546319642,45.09987212372914,28.393028228937695,96.60384673403523,1.217401402581411,228.00042064374784,8.85204004481367,12.510120584105824
Technician,Master,Married,106196.38714049467,38.21462945670466,27.640951520943133,105.4287200509153,7.707032359610785,352.9852084611704,5.582216987486381,12.530902969083737
Analyst,High School,Married,113796.2938770483,38.57190677379507,25.60770882835746,102.61611592868516,4.0847129212310165,262.880898171221,4.902389017724273,14.157550670948615
Clerk,PhD,Married,84941.92707026975,32.82393174230245,27.152088101689134,123.89839655028013,8.992088304571794,421.5535290766499,5.638371890627455,12.630410363995116
Analyst,High School,Married,125215.05288563311,34.90242828941738,24.203748784509177,89.91330600938794,1.6602409923524761,221.8843053874188,7.435570993163624,16.431980515438354
Analyst,Bachelor,Divorced,113856.11657856905,39.193781149840426,27.512501794771783,95.8383703750793,5.231607474168092,290.84730519017563,5.171594119158037,8.58984172765332
Engineer,Master,Single,135549.01633256313,45.42791904919933,26.72009547436371,124.06990430098871,7.786406211995817,376.1590241113403,5.931624284568968,10.734994066004443
Analyst,Master,Single,124406.96509090002,37.34586231382288,25.307793208152354,120.64308725202483,6.440453714710531,427.21947853755,8.089395278931613,10.936849535580055
Technician,Master,Married,102058.89125791416,32.457098214142746,22.248633521967346,118.87171809643874,4.16696970985726,370.67352659165067,5.557410707225844,14.81225437887684
Analyst,PhD,Single,118305.59231546949,36.04373333422082,24.951851447097937,136.9451218148138,11.359189494164024,460.5015053569578,8.007727893175685,11.794132125871187
Engineer,Master,Single,121419.13324723844,36.731100887972836,21.74354871672873,123.18662341511536,7.760506119584143,376.80708783378077,8.945311771235865,12.986568979717324
Technician,Bachelor,Married,104787.24976165514,32.64571427561689,22.09476423748446,118.08150021360959,3.2570524695133347,372.1326021699815,5.447430653881147,11.566608203305975
Manager,PhD,Married,167952.75437920715,48.88847570422991,39.961560147825736,123.03632263916502,9.392431208220444,457.1307498503197,4.12699416906938,9.749479649677536
Analyst,Bachelor,Single,118711.94892086339,33.78329894246407,24.317129022947356,109.82724688023018,6.568182429527326,300.9226536355875,10.044481557199944,13.83281192837262
Engineer,High School,Divorced,135983.78525967256,40.04685500184881,26.589174970821553,91.91643312525993,3.447796418457866,255.95749742771923,6.002771712561223,10.45023211849008
Manager,High School,Married,185654.649731453,52.706831521359945,40.49116462152978,98.85308834072266,2.9386400226789444,251.7201505672229,4.940962877987903,11.803957625847758
Manager,High School,Divorced,170174.89732562713,47.27673145955924,39.45447142345313,98.75692073116662,1.8238875660401375,252.65890988456326,8.103720013722597,11.635770605990775
Clerk,High School,Single,86186.83335383615,34.5578517709253,28.38052103000998,103.13306818631536,2.08298741881251,249.37659219758166,7.615510878958482,11.700085684576312
Technician,Bachelor,Married,107504.29777346947,36.53237626558278,27.155735748454582,110.2278194057095,4.869074194873874,305.4673190722795,5.936610147965189,14.686786658015357
Analyst,PhD,Divorced,119325.91029281873,41.091741756872175,25.8945635128318,133.11703569139956,11.128239783268837,472.98939336389117,7.482790124060318,11.841607088484453
Engineer,PhD,Married,129718.91555575204,38.026496338443586,24.31197513376417,133.51720066569447,9.12415759350489,456.13265673147714,7.083583103109996,16.28050144491807
Clerk,Master,Single,81086.56863050471,32.56357568119985,27.010068432709247,130.7746433869157,6.194200345115795,447.8843993653335,7.666539306818228,10.025644872461728
Technician,Bachelor,Divorced,102566.50318016214,31.72419829881406,23.876456083222912,108.42351672356938,6.010274586836015,291.46121134227667,8.519952005914298,12.868007490010186
Clerk,High School,Single,89258.73018054932,32.670742502509526,22.162415934512595,95.2948864966681,1.9556385444884383,271.3129084504351,5.8642001512651944,10.684917787301906
Technician,Bachelor,Single,100482.80519298239,35.51551801938059,26.078738257637255,111.23041807658204,6.378467355453808,320.23445917720807,8.759787236953077,12.580066814283509
Technician,Master,Married,112359.14646559957,36.65975365995435,30.754938908771656,115.98859986430229,6.3284877930194545,387.9589144090267,5.160472441982343,13.318879444965809
Analyst,Master,Divorced,121058.79151982476,34.473216183125444,23.516529554048756,127.40980384218268,6.945221639661175,421.4827630169541,8.372271316607991,15.352672165897328
Technician,Bachelor,Single,101724.4478382148,32.314790473170184,22.70124104087445,108.58390980527383,4.0775870151560465,304.56283371045896,8.142044478830545,10.371111208747884
Clerk,Bachelor,Single,71182.41015971717,31.791684654760154,26.64253944680287,107.17211816063005,5.007362681423567,331.62920401523286,7.327094667990599,11.58894396823083
Technician,Bachelor,Divorced,99115.84605185523,32.1549559873274,24.702234414596845,107.64342139424441,3.521453063001201,261.1359656808653,7.662841093021632,13.859395591434058
Analyst,PhD,Single,125874.5916091029,39.38961887629737,29.080279768981512,133.5920871173582,9.512366579045038,452.7843835702776,8.893188347207252,12.346968090150156
Analyst,High School,Single,113784.24626912485,33.898586580619266,21.433556978491858,99.21126508384258,0.5637461350718822,229.94127402086383,8.641894122858638,13.229903734285212
Clerk,Bachelor,Divorced,77548.01147652545,32.544522638000004,27.73502182414999,106.79166589934809,5.693923233191258,288.51321155126095,5.9703037603669395,9.182345015229423
Manager,Bachelor,Divorced,163778.5554495534,46.30243005569447,39.33205915035016,118.32675958811765,5.7165893397596514,332.35442241465626,6.515982876377915,10.132447056086146
Manager,Bachelor,Divorced,175859.99994556134,51.65689981303857,40.544156832638194,105.71915079669125,3.2697372695156552,319.1533009570164,6.995927162878565,11.780079011501911
Technician,Master,Divorced,109610.5606419449,36.876892800938,27.115821036312383,120.17783037016497,8.333885745500574,404.40886071031605,6.95874034734994,12.149055089930517
Engineer,Master,Married,126715.0240488628,37.909684544711276,26.013757235552355,123.26153075805115,9.497415126419854,401.34059666011046,6.749745475438347,16.220631082932265
Technician,PhD,Divorced,104911.95764218073,36.74607970125418,28.11767061068399,121.84332444791464,10.046006386736341,430.37277959795836,4.985098767493392,10.551747107931565
Clerk,High School,Married,78822.53604478156,30.78132679000067,23.10462477085288,102.40130250702963,1.358885739775355,262.1829337705626,6.334327054553503,14.533745906909022
Clerk,PhD,Married,73771.42350892928,28.383474431421785,25.83205358922186,124.72446162259776,12.824330591003047,451.9346371422125,5.71001864556336,15.045634129848619
Clerk,High School,Married,85051.21439511859,26.974335947771376,23.357790763820653,104.11391390417,0.6810315016974893,276.94895116706033,5.161499383616047,12.851494416890109
Clerk,Master,Single,72500.52057892556,24.112122924982263,22.201809658522162,115.18674494040512,7.020106466869098,395.91222393944054,7.257513222230401,11.61110717826475
Clerk,Master,Married,87134.74274602656,31.04895014189908,25.67086905295293,123.4638451592443,7.179622272631923,397.5372185969012,5.785462335482037,14.150043600430626
Analyst,Master,Married,120912.17194552609,33.30559168591383,23.352309865360397,125.52916533147356,8.345147620452416,383.11327053972195,2.398914895540482,10.324375781730502
Manager,PhD,Single,175277.58708906372,50.28603259832393,42.52643129337609,134.307182628164,10.359738975126788,455.5553621396864,7.29871042920845,11.181960389072177
Clerk,Bachelor,Single,77051.553788163,29.209655351753252,24.4373917561782,111.25658324119051,4.501366104211549,311.51737928962035,7.124185175353706,8.944317200626635
Engineer,Bachelor,Single,134056.07877799764,42.03742832631458,23.779621906390954,108.84349528535151,4.048815629612044,311.3816638923779,8.532783209322623,11.115217992326375
Engineer,Master,Divorced,128972.88546957582,39.09386350153041,23.759872038825748,117.11790211832579,6.658178179753865,389.59681278844664,6.1944733174894795,10.535909420804899
Engineer,Bachelor,Single,124493.14733730808,39.011656640958726,24.863217754100315,117.35517345408552,3.993072639054856,349.0138347107322,7.7848861998295105,9.654584360154244
Engineer,Bachelor,Single,133817.4085214729,42.195612112864886,28.556235625026545,106.50252389916179,5.047825319784683,311.98267393801603,9.542276627661302,14.281943056393319
Analyst,PhD,Married,113109.97513145334,39.00517408725235,27.708776413523843,124.81466963215001,9.435803820139514,449.95183502230947,6.994351519815424,16.26477779006665
Engineer,High School,Single,136886.86481385614,40.94846787154833,23.773163378280078,103.32684467516415,0.5059622067102494,259.5198154503284,8.902271399943453,13.009896232809934
Clerk,Master,Divorced,79084.71628293362,31.40780276942558,30.674281218070572,116.01931598406752,8.255145788374904,371.7205257054882,6.500127569589148,9.679019070749055
Technician,Master,Single,101399.08190974288,30.393283630378683,23.7261924371453,115.24968251266937,6.502327476570961,361.9915198724796,8.543032279289653,13.6317776740161
Engineer,PhD,Divorced,133686.80539769167,42.27036603996095,28.685964495978503,122.78197868915117,8.731863195024687,410.45519943208814,6.766102199546406,13.156533279174045
Analyst,PhD,Single,118542.88151352042,39.837406382040804,26.615274323865943,127.58545080269741,9.831740865512458,441.26791444385736,7.8039067893230625,11.51176497463365
Analyst,Bachelor,Single,117883.41962164688,34.949950614270506,25.541693796546152,109.58642488051754,5.0683715659676585,328.6357588263908,8.409685343746549,12.602157790947096
Engineer,Master,Single,126893.24029586479,39.26775857897739,26.312816298525505,121.21545863830349,5.253533274420967,378.37268851581564,7.403006411579067,11.085346348690925
Technician,High School,Single,109238.56462440333,34.882078137117105,27.877428492067065,104.75653122149741,2.331647667125763,254.75692169447603,9.493003104443204,13.921972914330643
Engineer,PhD,Divorced,122866.61124556106,39.5965096467948,26.912991434153852,132.63448961832896,8.952842431309735,474.59760498490425,6.839869860402063,11.088285075856078
Analyst,High School,Divorced,119633.47779743766,39.001579899705604,28.245183949998758,99.0456389022341,3.711028809190788,258.5050677329216,7.618360566259665,12.107468439667795
Manager,High School,Married,183988.74534078498,54.29410034549355,41.51687671035856,99.0090216181014,2.5239605120767346,226.427386192882,7.455600479257298,16.852438175606125
Clerk,Master,Divorced,78243.64355999061,33.245300183018486,25.47915800759712,122.55078734457592,6.600100009890683,415.0427618182247,8.031653774575176,14.983608691386651
Analyst,Master,Single,110674.61756708153,34.06334241970578,24.696886230501285,126.36285081464285,6.254832229682649,425.2727034163954,6.591080897309475,8.50922584236963
Engineer,PhD,Married,134435.74921921274,41.86620997091815,27.799361130141214,130.631570997416,9.895032292436376,438.6661448504608,6.444895895009884,14.630062589608894
Clerk,Master,Married,84884.70886830421,33.98679995860623,26.5479585777499,117.65434572894796,7.612790741583289,368.83195406507286,6.850719394460647,14.040402788120694
Engineer,Master,Married,132913.5760584354,41.16042556206761,27.710556712462576,115.03566999457227,6.9745058714148005,403.89315365206835,6.891863022160749,16.86226052516898
Engineer,Master,Single,135718.87692629622,43.2729412755579,29.541704128751306,112.77397367793887,6.782841192863144,372.6108769307717,6.886705165885369,9.676308229742544
Manager,High School,Divorced,179210.41867991115,56.03681133710229,41.185763830404305,103.33134836021762,2.0583702908178956,212.2671377713982,6.342964762982676,9.168356921793418
Clerk,PhD,Single,88619.62784810207,33.07112863832094,24.86172291156791,132.8898926181978,9.396141068763045,437.78615514174186,8.994558235741621,13.431656881738519
Clerk,Bachelor,Married,82797.01907156775,30.747925786925187,25.09321277565192,112.88681762553331,4.656794073156962,320.786242747617,5.238239629317354,15.030198669923935
Manager,High School,Single,171928.97714916157,53.135265422254264,42.182858047505526,99.35670276823971,-0.08579243890500399,225.4525525307874,7.700303943335686,11.903962600563585
Analyst,Master,Single,121797.53200530433,38.43466349929067,25.168197722111234,127.03467372945876,7.9737262308523675,395.8008720461887,9.57587580950197,13.69584884868428
Engineer,High School,Divorced,139571.11880433094,40.07170912985487,27.74025992266172,97.57940752707592,2.298797780321762,245.8067393278234,6.95220074961521,11.751781822314246
Technician,Master,Divorced,103282.58856094594,33.9457572928588,25.821012369466303,124.77634618603602,6.22654415596657,428.7977844527666,6.273225862166157,11.942711697424944
Engineer,Master,Married,129817.59355314312,44.69024007649632,27.42401413472964,119.80628552505229,8.898734981355238,383.80349272554884,5.122382643137095,12.272659901750364
Engineer,High School,Single,133080.11734860885,37.544714002174,20.900537953349943,96.95824617660331,2.0870164803923865,265.3673283446618,8.332719329585188,11.887416091415911
